Rank,Win.Points,Loss.Points,n.win,n.loss,total
3719,96,7,358,4,362
3720,161,97,29,333,362
3721,100,12,357,5,362
3722,146,103,59,303,362
3723,179,98,9,353,362
3724,180,66,11,351,362
3725,183,86,5,357,362
3726,183,100,5,357,362
3727,184,98,9,353,362
3728,186,69,2,360,362
3729,188,65,6,356,362
3730,190,91,4,358,362
3731,190,96,4,358,362
3732,193,69,2,360,362
3733,194,69,2,360,362
3734,195,91,4,358,362
3735,195,96,4,358,362
3736,196,69,2,360,362
3737,197,69,2,360,362
3738,199,91,4,358,362
3739,199,96,4,358,362
3740,200,69,2,360,362
3741,201,69,2,360,362
3742,204,69,2,360,362
3743,210,69,2,360,362
3744,222,69,2,360,362
3745,104,19,338,23,361
3746,55,27,298,63,361
3747,108,35,262,99,361
3748,128,48,134,227,361
3749,142,54,61,300,361
3750,149,55,63,298,361
3751,154,58,50,311,361
3752,152,60,33,328,361
3753,160,61,35,326,361
3754,164,64,21,340,361
3755,65,12,356,5,361
3756,66,8,351,10,361
3757,66,10,351,10,361
3758,69,1,360,1,361
3759,69,5,360,1,361
3760,86,6,357,4,361
3761,86,7,357,4,361
3762,91,2,358,3,361
3763,95,9,349,12,361
3764,96,2,358,3,361
3765,99,9,349,12,361
3766,100,6,357,4,361
3767,100,7,357,4,361
3768,147,105,51,310,361
3769,143,110,71,290,361
3770,167,64,21,340,361
3771,171,64,21,340,361
3772,173,95,12,349,361
3773,173,99,12,349,361
3774,174,95,12,349,361
3775,174,99,12,349,361
3776,177,66,10,351,361
3777,181,98,8,353,361
3778,182,98,8,353,361
3779,183,65,5,356,361
3780,185,98,8,353,361
3781,190,86,4,357,361
3782,190,100,4,357,361
3783,191,91,3,358,361
3784,191,96,3,358,361
3785,192,91,3,358,361
3786,192,96,3,358,361
3787,195,86,4,357,361
3788,195,100,4,357,361
3789,198,91,3,358,361
3790,198,96,3,358,361
3791,199,86,4,357,361
3792,199,100,4,357,361
3793,205,69,1,360,361
3794,206,69,1,360,361
3795,207,69,1,360,361
3796,208,69,1,360,361
3797,209,69,1,360,361
3798,211,91,3,358,361
3799,211,96,3,358,361
3800,213,69,1,360,361
3801,216,69,1,360,361
3802,219,69,1,360,361
3803,220,69,1,360,361
3804,225,69,1,360,361
3805,228,69,1,360,361
3806,229,69,1,360,361
3807,231,69,1,360,361
3808,233,69,1,360,361
3809,236,69,1,360,361
3810,238,69,1,360,361
3811,239,69,1,360,361
3812,95,14,349,11,360
3813,99,14,349,11,360
3814,49,36,237,123,360
3815,113,37,234,126,360
3816,147,57,51,309,360
3817,163,61,34,326,360
3818,65,7,356,4,360
3819,86,2,357,3,360
3820,91,3,358,2,360
3821,96,3,358,2,360
3822,100,2,357,3,360
3823,162,104,22,338,360
3824,154,105,50,310,360
3825,151,106,64,296,360
3826,130,109,104,256,360
3827,126,115,152,208,360
3828,166,56,31,329,360
3829,169,63,17,343,360
3830,176,98,7,353,360
3831,178,98,7,353,360
3832,179,66,9,351,360
3833,180,95,11,349,360
3834,180,99,11,349,360
3835,184,66,9,351,360
3836,186,91,2,358,360
3837,186,96,2,358,360
3838,187,98,7,353,360
3839,189,98,7,353,360
3840,190,65,4,356,360
3841,191,86,3,357,360
3842,191,100,3,357,360
3843,192,86,3,357,360
3844,192,100,3,357,360
3845,193,91,2,358,360
3846,193,96,2,358,360
3847,194,91,2,358,360
3848,194,96,2,358,360
3849,195,65,4,356,360
3850,196,91,2,358,360
3851,196,96,2,358,360
3852,197,91,2,358,360
3853,197,96,2,358,360
3854,198,86,3,357,360
3855,198,100,3,357,360
3856,199,65,4,356,360
3857,200,91,2,358,360
3858,200,96,2,358,360
3859,201,91,2,358,360
3860,201,96,2,358,360
3861,204,91,2,358,360
3862,204,96,2,358,360
3863,210,91,2,358,360
3864,210,96,2,358,360
3865,211,86,3,357,360
3866,211,100,3,357,360
3867,222,91,2,358,360
3868,222,96,2,358,360
3869,64,16,340,19,359
3870,56,18,329,30,359
3871,101,18,329,30,359
3872,54,26,300,59,359
3873,106,27,296,63,359
3874,117,42,207,152,359
3875,121,44,166,193,359
3876,135,51,96,263,359
3877,137,51,96,263,359
3878,146,54,59,300,359
3879,155,58,48,311,359
3880,152,61,33,326,359
3881,65,2,356,3,359
3882,86,3,357,2,359
3883,91,1,358,1,359
3884,91,5,358,1,359
3885,95,8,349,10,359
3886,96,1,358,1,359
3887,96,5,358,1,359
3888,158,97,26,333,359
3889,98,11,353,6,359
3890,99,8,349,10,359
3891,99,10,349,10,359
3892,100,3,357,2,359
3893,164,104,21,338,359
3894,141,107,77,282,359
3895,167,104,21,338,359
3896,170,64,19,340,359
3897,171,104,21,338,359
3898,177,95,10,349,359
3899,177,99,10,349,359
3900,181,66,8,351,359
3901,182,66,8,351,359
3902,185,66,8,351,359
3903,186,86,2,357,359
3904,186,100,2,357,359
3905,188,98,6,353,359
3906,191,65,3,356,359
3907,192,65,3,356,359
3908,193,86,2,357,359
3909,193,100,2,357,359
3910,194,86,2,357,359
3911,194,100,2,357,359
3912,196,86,2,357,359
3913,196,100,2,357,359
3914,197,86,2,357,359
3915,197,100,2,357,359
3916,198,65,3,356,359
3917,200,86,2,357,359
3918,200,100,2,357,359
3919,201,86,2,357,359
3920,201,100,2,357,359
3921,204,86,2,357,359
3922,204,100,2,357,359
3923,205,91,1,358,359
3924,205,96,1,358,359
3925,206,91,1,358,359
3926,206,96,1,358,359
3927,207,91,1,358,359
3928,207,96,1,358,359
3929,208,91,1,358,359
3930,208,96,1,358,359
3931,209,91,1,358,359
3932,209,96,1,358,359
3933,210,86,2,357,359
3934,210,100,2,357,359
3935,211,65,3,356,359
3936,213,91,1,358,359
3937,213,96,1,358,359
3938,216,91,1,358,359
3939,216,96,1,358,359
3940,219,91,1,358,359
3941,219,96,1,358,359
3942,220,91,1,358,359
3943,220,96,1,358,359
3944,222,86,2,357,359
3945,222,100,2,357,359
3946,225,91,1,358,359
3947,225,96,1,358,359
3948,228,91,1,358,359
3949,228,96,1,358,359
3950,229,91,1,358,359
3951,229,96,1,358,359
3952,231,91,1,358,359
3953,231,96,1,358,359
3954,233,91,1,358,359
3955,233,96,1,358,359
3956,236,91,1,358,359
3957,236,96,1,358,359
3958,238,91,1,358,359
3959,238,96,1,358,359
3960,239,91,1,358,359
3961,239,96,1,358,359
3962,63,13,343,15,358
3963,63,15,343,15,358
3964,60,18,328,30,358
3965,56,21,329,29,358
3966,101,21,329,29,358
3967,110,28,290,68,358
3968,108,33,262,96,358
3969,53,34,258,100,358
3970,118,41,199,159,358
3971,161,56,29,329,358
3972,140,59,82,276,358
3973,65,3,356,2,358
3974,86,1,357,1,358
3975,86,5,357,1,358
3976,98,12,353,5,358
3977,100,1,357,1,358
3978,100,5,357,1,358
3979,161,101,29,329,358
3980,155,105,48,310,358
3981,135,108,96,262,358
3982,172,63,15,343,358
3983,178,66,7,351,358
3984,179,95,9,349,358
3985,179,99,9,349,358
3986,183,98,5,353,358
3987,184,95,9,349,358
3988,184,99,9,349,358
3989,186,65,2,356,358
3990,187,66,7,351,358
3991,189,66,7,351,358
3992,193,65,2,356,358
3993,194,65,2,356,358
3994,196,65,2,356,358
3995,197,65,2,356,358
3996,200,65,2,356,358
3997,201,65,2,356,358
3998,204,65,2,356,358
3999,205,86,1,357,358
4000,205,100,1,357,358
4001,206,86,1,357,358
4002,206,100,1,357,358
4003,207,86,1,357,358
4004,207,100,1,357,358
4005,208,86,1,357,358
4006,208,100,1,357,358
4007,209,86,1,357,358
4008,209,100,1,357,358
4009,210,65,2,356,358
4010,213,86,1,357,358
4011,213,100,1,357,358
4012,216,86,1,357,358
4013,216,100,1,357,358
4014,219,86,1,357,358
4015,219,100,1,357,358
4016,220,86,1,357,358
4017,220,100,1,357,358
4018,225,86,1,357,358
4019,225,100,1,357,358
4020,228,86,1,357,358
4021,228,100,1,357,358
4022,229,86,1,357,358
4023,229,100,1,357,358
4024,231,86,1,357,358
4025,231,100,1,357,358
4026,233,86,1,357,358
4027,233,100,1,357,358
4028,236,86,1,357,358
4029,236,100,1,357,358
4030,238,86,1,357,358
4031,238,100,1,357,358
4032,239,86,1,357,358
4033,239,100,1,357,358
4034,104,16,338,19,357
4035,56,20,329,28,357
4036,101,20,329,28,357
4037,60,21,328,29,357
4038,105,23,310,47,357
4039,53,35,258,99,357
4040,113,36,234,123,357
4041,123,47,173,184,357
4042,125,47,173,184,357
4043,155,57,48,309,357
4044,65,1,356,1,357
4045,65,5,356,1,357
4046,66,11,351,6,357
4047,86,86,357,357,357
4048,98,6,353,4,357
4049,98,7,353,4,357
4050,144,102,67,290,357
4051,142,106,61,296,357
4052,144,110,67,290,357
4053,122,120,179,178,357
4054,165,56,28,329,357
4055,165,101,28,329,357
4056,166,61,31,326,357
4057,170,104,19,338,357
4058,175,63,14,343,357
4059,181,99,8,349,357
4060,182,95,8,349,357
4061,182,99,8,349,357
4062,185,95,8,349,357
4063,185,99,8,349,357
4064,188,66,6,351,357
4065,190,98,4,353,357
4066,195,98,4,353,357
4067,199,98,4,353,357
4068,205,65,1,356,357
4069,206,65,1,356,357
4070,207,65,1,356,357
4071,208,65,1,356,357
4072,209,65,1,356,357
4073,213,65,1,356,357
4074,216,65,1,356,357
4075,219,65,1,356,357
4076,220,65,1,356,357
4077,225,65,1,356,357
4078,228,65,1,356,357
4079,229,65,1,356,357
4080,231,65,1,356,357
4081,233,65,1,356,357
4082,236,65,1,356,357
4083,238,65,1,356,357
4084,239,65,1,356,357
4085,61,18,326,30,356
4086,97,19,333,23,356
4087,60,20,328,28,356
4088,57,23,309,47,356
4089,103,24,303,53,356
4090,109,34,256,100,356
4091,136,51,93,263,356
4092,148,58,45,311,356
4093,66,12,351,5,356
4094,98,2,353,3,356
4095,176,95,7,349,356
4096,176,99,7,349,356
4097,178,95,7,349,356
4098,183,66,5,351,356
4099,187,95,7,349,356
4100,187,99,7,349,356
4101,189,99,7,349,356
4102,191,98,3,353,356
4103,192,98,3,353,356
4104,198,98,3,353,356
4105,64,13,340,15,355
4106,64,15,340,15,355
4107,64,17,340,15,355
4108,61,21,326,29,355
4109,103,25,303,52,355
4110,106,26,296,59,355
4111,124,46,154,201,355
4112,158,56,26,329,355
4113,161,61,29,326,355
4114,63,9,343,12,355
4115,66,7,351,4,355
4116,95,11,349,6,355
4117,162,97,22,333,355
4118,98,3,353,2,355
4119,99,11,349,6,355
4120,158,101,26,329,355
4121,148,105,45,310,355
4122,169,104,17,338,355
4123,172,64,15,340,355
4124,173,63,12,343,355
4125,174,63,12,343,355
4126,186,98,2,353,355
4127,188,95,6,349,355
4128,188,99,6,349,355
4129,190,66,4,351,355
4130,193,98,2,353,355
4131,194,98,2,353,355
4132,196,98,2,353,355
4133,197,98,2,353,355
4134,199,66,4,351,355
4135,200,98,2,353,355
4136,201,98,2,353,355
4137,204,98,2,353,355
4138,210,98,2,353,355
4139,222,98,2,353,355
4140,63,14,343,11,354
4141,126,45,152,202,354
4142,135,53,96,258,354
4143,137,53,96,258,354
4144,148,57,45,309,354
4145,66,2,351,3,354
4146,95,12,349,5,354
4147,164,97,21,333,354
4148,98,1,353,1,354
4149,98,5,353,1,354
4150,99,12,349,5,354
4151,151,102,64,290,354
4152,147,103,51,303,354
4153,167,97,21,333,354
4154,171,97,21,333,354
4155,175,64,14,340,354
4156,180,63,11,343,354
4157,183,95,5,349,354
4158,191,66,3,351,354
4159,192,66,3,351,354
4160,198,66,3,351,354
4161,205,98,1,353,354
4162,206,98,1,353,354
4163,207,98,1,353,354
4164,208,98,1,353,354
4165,209,98,1,353,354
4166,211,66,3,351,354
4167,213,98,1,353,354
4168,216,98,1,353,354
4169,219,98,1,353,354
4170,220,98,1,353,354
4171,225,98,1,353,354
4172,228,98,1,353,354
4173,229,98,1,353,354
4174,231,98,1,353,354
4175,233,98,1,353,354
4176,236,98,1,353,354
4177,238,98,1,353,354
4178,239,98,1,353,354
4179,104,13,338,15,353
4180,104,15,338,15,353
4181,104,17,338,15,353
4182,54,24,300,53,353
4183,110,27,290,63,353
4184,114,41,194,159,353
4185,127,46,152,201,353
4186,133,48,126,227,353
4187,150,57,44,309,353
4188,63,8,343,10,353
4189,63,10,343,10,353
4190,66,3,351,2,353
4191,95,6,349,4,353
4192,95,7,349,4,353
4193,99,6,349,4,353
4194,99,7,349,4,353
4195,149,102,63,290,353
4196,149,110,63,290,353
4197,124,118,154,199,353
4198,168,104,15,338,353
4199,172,104,15,338,353
4200,177,63,10,343,353
4201,186,66,2,351,353
4202,190,95,4,349,353
4203,190,99,4,349,353
4204,193,66,2,351,353
4205,194,66,2,351,353
4206,195,95,4,349,353
4207,195,99,4,349,353
4208,196,66,2,351,353
4209,197,66,2,351,353
4210,199,95,4,349,353
4211,199,99,4,349,353
4212,200,66,2,351,353
4213,201,66,2,351,353
4214,204,66,2,351,353
4215,210,66,2,351,353
4216,222,66,2,351,353
4217,97,16,333,19,352
4218,56,19,329,23,352
4219,101,19,329,23,352
4220,54,25,300,52,352
4221,132,49,115,237,352
4222,158,61,26,326,352
4223,64,9,340,12,352
4224,66,1,351,1,352
4225,66,5,351,1,352
4226,95,2,349,3,352
4227,99,2,349,3,352
4228,153,103,49,303,352
4229,138,107,70,282,352
4230,135,109,96,256,352
4231,170,97,19,333,352
4232,173,64,12,340,352
4233,174,64,12,340,352
4234,179,63,9,343,352
4235,184,63,9,343,352
4236,191,95,3,349,352
4237,191,99,3,349,352
4238,192,95,3,349,352
4239,192,99,3,349,352
4240,198,95,3,349,352
4241,198,99,3,349,352
4242,205,66,1,351,352
4243,206,66,1,351,352
4244,207,66,1,351,352
4245,208,66,1,351,352
4246,209,66,1,351,352
4247,211,95,3,349,352
4248,211,99,3,349,352
4249,213,66,1,351,352
4250,216,66,1,351,352
4251,219,66,1,351,352
4252,220,66,1,351,352
4253,225,66,1,351,352
4254,228,66,1,351,352
4255,229,66,1,351,352
4256,231,66,1,351,352
4257,233,66,1,351,352
4258,236,66,1,351,352
4259,238,66,1,351,352
4260,239,66,1,351,352
4261,64,14,340,11,351
4262,60,19,328,23,351
4263,58,22,311,40,351
4264,136,53,93,258,351
4265,147,54,51,300,351
4266,162,56,22,329,351
4267,95,3,349,2,351
4268,99,3,349,2,351
4269,162,101,22,329,351
4270,142,102,61,290,351
4271,155,103,48,303,351
4272,156,103,48,303,351
4273,142,110,61,290,351
4274,126,118,152,199,351
4275,127,118,152,199,351
4276,180,64,11,340,351
4277,181,63,8,343,351
4278,182,63,8,343,351
4279,185,63,8,343,351
4280,186,95,2,349,351
4281,186,99,2,349,351
4282,193,95,2,349,351
4283,193,99,2,349,351
4284,194,95,2,349,351
4285,194,99,2,349,351
4286,196,95,2,349,351
4287,196,99,2,349,351
4288,197,95,2,349,351
4289,197,99,2,349,351
4290,200,95,2,349,351
4291,200,99,2,349,351
4292,201,95,2,349,351
4293,201,99,2,349,351
4294,204,95,2,349,351
4295,204,99,2,349,351
4296,210,95,2,349,351
4297,210,99,2,349,351
4298,222,95,2,349,351
4299,222,99,2,349,351
4300,55,25,298,52,350
4301,107,28,282,68,350
4302,116,39,212,138,350
4303,154,54,50,300,350
4304,164,56,21,329,350
4305,157,58,39,311,350
4306,162,60,22,328,350
4307,64,8,340,10,350
4308,64,10,340,10,350
4309,95,1,349,1,350
4310,95,5,349,1,350
4311,99,1,349,1,350
4312,99,5,349,1,350
4313,104,9,338,12,350
4314,167,56,21,329,350
4315,167,101,21,329,350
4316,169,97,17,333,350
4317,171,56,21,329,350
4318,171,101,21,329,350
4319,173,104,12,338,350
4320,174,104,12,338,350
4321,176,63,7,343,350
4322,177,64,10,340,350
4323,178,63,7,343,350
4324,189,63,7,343,350
4325,205,95,1,349,350
4326,205,99,1,349,350
4327,206,95,1,349,350
4328,206,99,1,349,350
4329,207,95,1,349,350
4330,207,99,1,349,350
4331,208,95,1,349,350
4332,208,99,1,349,350
4333,209,95,1,349,350
4334,209,99,1,349,350
4335,213,95,1,349,350
4336,213,99,1,349,350
4337,216,95,1,349,350
4338,216,99,1,349,350
4339,219,95,1,349,350
4340,219,99,1,349,350
4341,220,95,1,349,350
4342,220,99,1,349,350
4343,225,95,1,349,350
4344,225,99,1,349,350
4345,228,95,1,349,350
4346,228,99,1,349,350
4347,229,95,1,349,350
4348,229,99,1,349,350
4349,231,95,1,349,350
4350,231,99,1,349,350
4351,233,95,1,349,350
4352,233,99,1,349,350
4353,236,95,1,349,350
4354,236,99,1,349,350
4355,238,95,1,349,350
4356,238,99,1,349,350
4357,239,95,1,349,350
4358,239,99,1,349,350
4359,104,14,338,11,349
4360,57,22,309,40,349
4361,106,24,296,53,349
4362,102,26,290,59,349
4363,110,26,290,59,349
4364,108,31,262,87,349
4365,111,34,249,100,349
4366,120,43,178,171,349
4367,153,54,49,300,349
4368,164,60,21,328,349
4369,63,11,343,6,349
4370,146,102,59,290,349
4371,157,105,39,310,349
4372,159,105,39,310,349
4373,144,107,67,282,349
4374,136,109,93,256,349
4375,146,110,59,290,349
4376,132,113,115,234,349
4377,171,60,21,328,349
4378,179,64,9,340,349
4379,180,104,11,338,349
4380,184,64,9,340,349
4381,188,63,6,343,349
4382,97,13,333,15,348
4383,97,15,333,15,348
4384,56,16,329,19,348
4385,101,16,329,19,348
4386,97,17,333,15,348
4387,106,25,296,52,348
4388,108,30,262,86,348
4389,111,35,249,99,348
4390,155,54,48,300,348
4391,156,54,48,300,348
4392,154,55,50,298,348
4393,157,57,39,309,348
4394,159,57,39,309,348
4395,162,61,22,326,348
4396,63,12,343,5,348
4397,148,103,45,303,348
4398,104,8,338,10,348
4399,104,10,338,10,348
4400,124,114,154,194,348
4401,168,97,15,333,348
4402,170,101,19,329,348
4403,177,104,10,338,348
4404,181,64,8,340,348
4405,182,64,8,340,348
4406,183,63,5,343,348
4407,185,64,8,340,348
4408,60,16,328,19,347
4409,116,40,212,135,347
4410,131,49,110,237,347
4411,164,61,21,326,347
4412,63,6,343,4,347
4413,63,7,343,4,347
4414,150,103,44,303,347
4415,147,106,51,296,347
4416,167,61,21,326,347
4417,170,60,19,328,347
4418,171,61,21,326,347
4419,175,97,14,333,347
4420,176,64,7,340,347
4421,178,64,7,340,347
4422,179,104,9,338,347
4423,184,104,9,338,347
4424,187,64,7,340,347
4425,189,64,7,340,347
4426,190,63,4,343,347
4427,195,63,4,343,347
4428,199,63,4,343,347
4429,116,38,212,134,346
4430,115,39,208,138,346
4431,138,59,70,276,346
4432,63,2,343,3,346
4433,64,11,340,6,346
4434,154,106,50,296,346
4435,151,107,64,282,346
4436,169,56,17,329,346
4437,169,101,17,329,346
4438,181,104,8,338,346
4439,182,104,8,338,346
4440,185,104,8,338,346
4441,188,64,6,340,346
4442,191,63,3,343,346
4443,192,63,3,343,346
4444,198,63,3,343,346
4445,211,63,3,343,346
4446,61,16,326,19,345
4447,55,23,298,47,345
4448,107,27,282,63,345
4449,119,38,211,134,345
4450,117,39,207,138,345
4451,127,44,152,193,345
4452,140,51,82,263,345
4453,63,3,343,2,345
4454,64,12,340,5,345
4455,97,9,333,12,345
4456,160,105,35,310,345
4457,153,106,49,296,345
4458,149,107,63,282,345
4459,169,60,17,328,345
4460,170,61,19,326,345
4461,173,97,12,333,345
4462,183,64,5,340,345
4463,186,63,2,343,345
4464,187,104,7,338,345
4465,189,104,7,338,345
4466,193,63,2,343,345
4467,194,63,2,343,345
4468,196,63,2,343,345
4469,197,63,2,343,345
4470,200,63,2,343,345
4471,201,63,2,343,345
4472,204,63,2,343,345
4473,210,63,2,343,345
4474,222,63,2,343,345
4475,56,13,329,15,344
4476,101,13,329,15,344
4477,97,14,333,11,344
4478,56,15,329,15,344
4479,101,15,329,15,344
4480,56,17,329,15,344
4481,101,17,329,15,344
4482,59,28,276,68,344
4483,123,43,173,171,344
4484,129,45,142,202,344
4485,150,54,44,300,344
4486,152,58,33,311,344
4487,145,59,68,276,344
4488,63,1,343,1,344
4489,63,5,343,1,344
4490,64,6,340,4,344
4491,64,7,340,4,344
4492,104,11,338,6,344
4493,155,106,48,296,344
4494,131,113,110,234,344
4495,121,120,166,178,344
4496,168,56,15,329,344
4497,168,101,15,329,344
4498,172,56,15,329,344
4499,172,101,15,329,344
4500,180,97,11,333,344
4501,188,104,6,338,344
4502,190,64,4,340,344
4503,195,64,4,340,344
4504,199,64,4,340,344
4505,205,63,1,343,344
4506,206,63,1,343,344
4507,207,63,1,343,344
4508,208,63,1,343,344
4509,209,63,1,343,344
4510,213,63,1,343,344
4511,216,63,1,343,344
4512,219,63,1,343,344
4513,220,63,1,343,344
4514,225,63,1,343,344
4515,228,63,1,343,344
4516,229,63,1,343,344
4517,231,63,1,343,344
4518,233,63,1,343,344
4519,236,63,1,343,344
4520,238,63,1,343,344
4521,239,63,1,343,344
4522,60,13,328,15,343
4523,60,15,328,15,343
4524,60,17,328,15,343
4525,103,22,303,40,343
4526,102,24,290,53,343
4527,110,24,290,53,343
4528,109,31,256,87,343
4529,115,40,208,135,343
4530,129,46,142,201,343
4531,134,49,106,237,343
4532,134,52,106,237,343
4533,148,55,45,298,343
4534,144,59,67,276,343
4535,64,2,340,3,343
4536,97,8,333,10,343
4537,97,10,333,10,343
4538,104,12,338,5,343
4539,134,112,106,237,343
4540,169,61,17,326,343
4541,172,60,15,328,343
4542,175,56,14,329,343
4543,175,101,14,329,343
4544,177,97,10,333,343
4545,183,104,5,338,343
4546,191,64,3,340,343
4547,192,64,3,340,343
4548,198,64,3,340,343
4549,211,64,3,340,343
4550,102,25,290,52,342
4551,110,25,290,52,342
4552,109,30,256,86,342
4553,117,40,207,135,342
4554,132,48,115,227,342
4555,150,55,44,298,342
4556,152,57,33,309,342
4557,104,6,338,4,342
4558,104,7,338,4,342
4559,136,111,93,249,342
4560,175,60,14,328,342
4561,179,97,9,333,342
4562,184,97,9,333,342
4563,186,64,2,340,342
4564,190,104,4,338,342
4565,193,64,2,340,342
4566,194,64,2,340,342
4567,195,104,4,338,342
4568,196,64,2,340,342
4569,197,64,2,340,342
4570,199,104,4,338,342
4571,200,64,2,340,342
4572,201,64,2,340,342
4573,204,64,2,340,342
4574,210,64,2,340,342
4575,222,64,2,340,342
4576,61,13,326,15,341
4577,61,15,326,15,341
4578,61,17,326,15,341
4579,130,49,104,237,341
4580,139,51,78,263,341
4581,56,9,329,12,341
4582,64,1,340,1,341
4583,64,5,340,1,341
4584,101,9,329,12,341
4585,147,102,51,290,341
4586,104,2,338,3,341
4587,166,105,31,310,341
4588,172,61,15,326,341
4589,173,101,12,329,341
4590,174,56,12,329,341
4591,174,101,12,329,341
4592,181,97,8,333,341
4593,192,104,3,338,341
4594,198,104,3,338,341
4595,205,64,1,340,341
4596,206,64,1,340,341
4597,207,64,1,340,341
4598,208,64,1,340,341
4599,209,64,1,340,341
4600,211,104,3,338,341
4601,213,64,1,340,341
4602,216,64,1,340,341
4603,219,64,1,340,341
4604,220,64,1,340,341
4605,225,64,1,340,341
4606,228,64,1,340,341
4607,229,64,1,340,341
4608,231,64,1,340,341
4609,233,64,1,340,341
4610,236,64,1,340,341
4611,238,64,1,340,341
4612,239,64,1,340,341
4613,56,14,329,11,340
4614,101,14,329,11,340
4615,105,18,310,30,340
4616,141,51,77,263,340
4617,161,58,29,311,340
4618,60,9,328,12,340
4619,154,102,50,290,340
4620,104,3,338,2,340
4621,150,106,44,296,340
4622,166,57,31,309,340
4623,173,60,12,328,340
4624,174,60,12,328,340
4625,175,61,14,326,340
4626,176,97,7,333,340
4627,178,97,7,333,340
4628,180,56,11,329,340
4629,180,101,11,329,340
4630,186,104,2,338,340
4631,187,97,7,333,340
4632,189,97,7,333,340
4633,193,104,2,338,340
4634,194,104,2,338,340
4635,196,104,2,338,340
4636,197,104,2,338,340
4637,200,104,2,338,340
4638,201,104,2,338,340
4639,204,104,2,338,340
4640,210,104,2,338,340
4641,222,104,2,338,340
4642,60,14,328,11,339
4643,57,18,309,30,339
4644,58,20,311,28,339
4645,105,21,310,29,339
4646,159,54,39,300,339
4647,56,8,329,10,339
4648,56,10,329,10,339
4649,149,59,63,276,339
4650,97,11,333,6,339
4651,101,8,329,10,339
4652,101,10,329,10,339
4653,153,102,49,290,339
4654,104,1,338,1,339
4655,104,5,338,1,339
4656,161,105,29,310,339
4657,153,110,49,290,339
4658,125,121,173,166,339
4659,165,58,28,311,339
4660,177,56,10,329,339
4661,177,101,10,329,339
4662,180,60,11,328,339
4663,188,97,6,333,339
4664,205,104,1,338,339
4665,206,104,1,338,339
4666,207,104,1,338,339
4667,208,104,1,338,339
4668,209,104,1,338,339
4669,213,104,1,338,339
4670,216,104,1,338,339
4671,219,104,1,338,339
4672,220,104,1,338,339
4673,225,104,1,338,339
4674,228,104,1,338,339
4675,229,104,1,338,339
4676,231,104,1,338,339
4677,233,104,1,338,339
4678,236,104,1,338,339
4679,238,104,1,338,339
4680,239,104,1,338,339
4681,105,20,310,28,338
4682,57,21,309,29,338
4683,116,37,212,126,338
4684,122,41,179,159,338
4685,124,47,154,184,338
4686,161,57,29,309,338
4687,60,10,328,10,338
4688,61,9,326,12,338
4689,97,12,333,5,338
4690,156,102,48,290,338
4691,104,104,338,338,338
4692,133,116,126,212,338
4693,173,61,12,326,338
4694,177,60,10,328,338
4695,179,101,9,329,338
4696,183,97,5,333,338
4697,184,56,9,329,338
4698,184,101,9,329,338
4699,61,14,326,11,337
4700,57,20,309,28,337
4701,102,23,290,47,337
4702,110,23,290,47,337
4703,51,29,263,74,337
4704,112,34,237,100,337
4705,119,37,211,126,337
4706,118,39,199,138,337
4707,45,40,202,135,337
4708,120,41,178,159,337
4709,121,43,166,171,337
4710,131,48,110,227,337
4711,157,55,39,298,337
4712,159,55,39,298,337
4713,158,58,26,311,337
4714,142,59,61,276,337
4715,97,6,333,4,337
4716,97,7,333,4,337
4717,163,103,34,303,337
4718,165,57,28,309,337
4719,179,60,9,328,337
4720,180,61,11,326,337
4721,181,56,8,329,337
4722,181,101,8,329,337
4723,182,56,8,329,337
4724,182,101,8,329,337
4725,184,60,9,328,337
4726,185,56,8,329,337
4727,185,101,8,329,337
4728,190,97,4,333,337
4729,195,97,4,333,337
4730,199,97,4,333,337
4731,106,22,296,40,336
4732,112,35,237,99,336
4733,45,38,202,134,336
4734,47,42,184,152,336
4735,127,47,152,184,336
4736,61,10,326,10,336
4737,97,2,333,3,336
4738,152,103,33,303,336
4739,158,105,26,310,336
4740,176,56,7,329,336
4741,176,101,7,329,336
4742,177,61,10,326,336
4743,178,56,7,329,336
4744,178,101,7,329,336
4745,181,60,8,328,336
4746,185,60,8,328,336
4747,187,56,7,329,336
4748,187,101,7,329,336
4749,189,56,7,329,336
4750,189,101,7,329,336
4751,191,97,3,333,336
4752,192,97,3,333,336
4753,198,97,3,333,336
4754,211,97,3,333,336
4755,107,24,282,53,335
4756,111,30,249,86,335
4757,116,36,212,123,335
4758,46,38,201,134,335
4759,129,44,142,193,335
4760,141,53,77,258,335
4761,160,54,35,300,335
4762,56,11,329,6,335
4763,158,57,26,309,335
4764,146,59,59,276,335
4765,97,3,333,2,335
4766,101,11,329,6,335
4767,157,106,39,296,335
4768,159,106,39,296,335
4769,148,110,45,290,335
4770,176,60,7,328,335
4771,178,60,7,328,335
4772,179,61,9,326,335
4773,184,61,9,326,335
4774,186,97,2,333,335
4775,187,60,7,328,335
4776,188,56,6,329,335
4777,188,101,6,329,335
4778,189,60,7,328,335
4779,193,97,2,333,335
4780,194,97,2,333,335
4781,196,97,2,333,335
4782,197,97,2,333,335
4783,200,97,2,333,335
4784,201,97,2,333,335
4785,204,97,2,333,335
4786,210,97,2,333,335
4787,222,97,2,333,335
4788,58,19,311,23,334
4789,107,25,282,52,334
4790,108,32,262,72,334
4791,113,34,234,100,334
4792,115,37,208,126,334
