Rank,Win.Points,Loss.Points,n.win,n.loss,total
10135,143,32,71,72,143
10136,150,35,44,99,143
10137,39,12,138,5,143
10138,129,1,142,1,143
10139,129,5,142,1,143
10140,157,130,39,104,143
10141,159,130,39,104,143
10142,152,131,33,110,143
10143,154,136,50,93,143
10144,142,140,61,82,143
10145,165,132,28,115,143
10146,169,37,17,126,143
10147,169,133,17,126,143
10148,179,38,9,134,143
10149,179,128,9,134,143
10150,181,40,8,135,143
10151,182,40,8,135,143
10152,183,39,5,138,143
10153,184,38,9,134,143
10154,184,128,9,134,143
10155,185,40,8,135,143
10156,205,129,1,142,143
10157,206,129,1,142,143
10158,207,129,1,142,143
10159,208,129,1,142,143
10160,209,129,1,142,143
10161,213,129,1,142,143
10162,216,129,1,142,143
10163,219,129,1,142,143
10164,220,129,1,142,143
10165,225,129,1,142,143
10166,228,129,1,142,143
10167,229,129,1,142,143
10168,231,129,1,142,143
10169,233,129,1,142,143
10170,236,129,1,142,143
10171,238,129,1,142,143
10172,239,129,1,142,143
10173,36,16,123,19,142
10174,29,28,74,68,142
10175,145,29,68,74,142
10176,138,32,70,72,142
10177,39,6,138,4,142
10178,39,7,138,4,142
10179,129,129,142,142,142
10180,153,136,49,93,142
10181,151,139,64,78,142
10182,170,36,19,123,142
10183,176,40,7,135,142
10184,178,40,7,135,142
10185,181,38,8,134,142
10186,181,128,8,134,142
10187,182,38,8,134,142
10188,182,128,8,134,142
10189,185,38,8,134,142
10190,185,128,8,134,142
10191,187,40,7,135,142
10192,189,40,7,135,142
10193,190,39,4,138,142
10194,195,39,4,138,142
10195,199,39,4,138,142
10196,37,13,126,15,141
10197,133,13,126,15,141
10198,37,15,126,15,141
10199,133,15,126,15,141
10200,37,17,126,15,141
10201,133,17,126,15,141
10202,140,26,82,59,141
10203,139,27,78,63,141
10204,144,29,67,74,141
10205,148,33,45,96,141
10206,39,2,138,3,141
10207,40,11,135,6,141
10208,160,134,35,106,141
10209,148,135,45,96,141
10210,155,136,48,93,141
10211,156,136,48,93,141
10212,148,137,45,96,141
10213,143,138,71,70,141
10214,149,139,63,78,141
10215,146,140,59,82,141
10216,151,141,64,77,141
10217,166,131,31,110,141
10218,168,133,15,126,141
10219,172,37,15,126,141
10220,172,133,15,126,141
10221,176,38,7,134,141
10222,176,128,7,134,141
10223,178,38,7,134,141
10224,178,128,7,134,141
10225,187,38,7,134,141
10226,187,128,7,134,141
10227,188,40,6,135,141
10228,189,38,7,134,141
10229,189,128,7,134,141
10230,191,39,3,138,141
10231,192,39,3,138,141
10232,198,39,3,138,141
10233,211,39,3,138,141
10234,131,18,110,30,140
10235,34,22,100,40,140
10236,136,23,93,47,140
10237,141,27,77,63,140
10238,32,28,72,68,140
10239,145,32,68,72,140
10240,150,33,44,96,140
10241,38,11,134,6,140
10242,39,3,138,2,140
10243,40,12,135,5,140
10244,128,11,134,6,140
10245,163,134,34,106,140
10246,150,135,44,96,140
10247,150,137,44,96,140
10248,149,141,63,77,140
10249,169,36,17,123,140
10250,175,133,14,126,140
10251,183,40,5,135,140
10252,186,39,2,138,140
10253,188,128,6,134,140
10254,193,39,2,138,140
10255,194,39,2,138,140
10256,196,39,2,138,140
10257,197,39,2,138,140
10258,200,39,2,138,140
10259,201,39,2,138,140
10260,204,39,2,138,140
10261,210,39,2,138,140
10262,222,39,2,138,140
10263,131,21,110,29,139
10264,35,22,99,40,139
10265,31,25,87,52,139
10266,143,28,71,68,139
10267,144,32,67,72,139
10268,159,34,39,100,139
10269,38,12,134,5,139
10270,39,1,138,1,139
10271,39,5,138,1,139
10272,40,6,135,4,139
10273,40,7,135,4,139
10274,128,12,134,5,139
10275,160,130,35,104,139
10276,161,131,29,110,139
10277,152,134,33,106,139
10278,142,139,61,78,139
10279,145,143,68,71,139
10280,183,38,5,134,139
10281,183,128,5,134,139
10282,190,40,4,135,139
10283,195,40,4,135,139
10284,199,40,4,135,139
10285,205,39,1,138,139
10286,206,39,1,138,139
10287,207,39,1,138,139
10288,208,39,1,138,139
10289,209,39,1,138,139
10290,213,39,1,138,139
10291,216,39,1,138,139
10292,219,39,1,138,139
10293,220,39,1,138,139
10294,225,39,1,138,139
10295,228,39,1,138,139
10296,229,39,1,138,139
10297,231,39,1,138,139
10298,233,39,1,138,139
10299,236,39,1,138,139
10300,238,39,1,138,139
10301,239,39,1,138,139
10302,36,13,123,15,138
10303,36,15,123,15,138
10304,36,17,123,15,138
10305,132,19,115,23,138
10306,131,20,110,28,138
10307,30,25,86,52,138
10308,138,28,70,68,138
10309,151,29,64,74,138
10310,147,31,51,87,138
10311,157,35,39,99,138
10312,159,35,39,99,138
10313,37,9,126,12,138
10314,38,6,134,4,138
10315,38,7,134,4,138
10316,128,6,134,4,138
10317,128,7,134,4,138
10318,163,130,34,104,138
10319,133,9,126,12,138
10320,148,136,45,93,138
10321,145,138,68,70,138
10322,142,141,61,77,138
10323,144,143,67,71,138
10324,165,131,28,110,138
10325,168,36,15,123,138
10326,172,36,15,123,138
10327,173,37,12,126,138
10328,173,133,12,126,138
10329,174,37,12,126,138
10330,174,133,12,126,138
10331,190,38,4,134,138
10332,190,128,4,134,138
10333,191,40,3,135,138
10334,192,40,3,135,138
10335,195,38,4,134,138
10336,195,128,4,134,138
10337,198,40,3,135,138
10338,199,38,4,134,138
10339,199,128,4,134,138
10340,211,40,3,135,138
10341,37,14,126,11,137
10342,133,14,126,11,137
10343,139,26,78,59,137
10344,29,27,74,63,137
10345,149,29,63,74,137
10346,154,31,50,87,137
10347,38,2,134,3,137
10348,40,3,135,2,137
10349,128,2,134,3,137
10350,152,130,33,104,137
10351,162,132,22,115,137
10352,150,136,44,93,137
10353,146,139,59,78,137
10354,166,134,31,106,137
10355,175,36,14,123,137
10356,180,37,11,126,137
10357,180,133,11,126,137
10358,186,40,2,135,137
10359,191,38,3,134,137
10360,191,128,3,134,137
10361,192,38,3,134,137
10362,192,128,3,134,137
10363,193,40,2,135,137
10364,194,40,2,135,137
10365,196,40,2,135,137
10366,197,40,2,135,137
10367,198,38,3,134,137
10368,198,128,3,134,137
10369,200,40,2,135,137
10370,201,40,2,135,137
10371,204,40,2,135,137
10372,210,40,2,135,137
10373,211,38,3,134,137
10374,211,128,3,134,137
10375,222,40,2,135,137
10376,134,18,106,30,136
10377,33,22,96,40,136
10378,135,22,96,40,136
10379,137,22,96,40,136
10380,141,26,77,59,136
10381,145,28,68,68,136
10382,154,30,50,86,136
10383,153,31,49,87,136
10384,151,32,64,72,136
10385,37,8,126,10,136
10386,37,10,126,10,136
10387,38,3,134,2,136
10388,40,1,135,1,136
10389,40,5,135,1,136
10390,128,3,134,2,136
10391,158,131,26,110,136
10392,164,132,21,115,136
10393,133,8,126,10,136
10394,133,10,126,10,136
10395,146,141,59,77,136
10396,167,132,21,115,136
10397,171,132,21,115,136
10398,177,37,10,126,136
10399,177,133,10,126,136
10400,186,38,2,134,136
10401,186,128,2,134,136
10402,193,38,2,134,136
10403,193,128,2,134,136
10404,194,38,2,134,136
10405,194,128,2,134,136
10406,196,38,2,134,136
10407,196,128,2,134,136
10408,197,38,2,134,136
10409,197,128,2,134,136
10410,200,38,2,134,136
10411,200,128,2,134,136
10412,201,38,2,134,136
10413,201,128,2,134,136
10414,204,38,2,134,136
10415,204,128,2,134,136
10416,205,40,1,135,136
10417,206,40,1,135,136
10418,207,40,1,135,136
10419,208,40,1,135,136
10420,209,40,1,135,136
10421,210,38,2,134,136
10422,210,128,2,134,136
10423,213,40,1,135,136
10424,216,40,1,135,136
10425,219,40,1,135,136
10426,220,40,1,135,136
10427,222,38,2,134,136
10428,222,128,2,134,136
10429,225,40,1,135,136
10430,228,40,1,135,136
10431,229,40,1,135,136
10432,231,40,1,135,136
10433,233,40,1,135,136
10434,236,40,1,135,136
10435,238,40,1,135,136
10436,239,40,1,135,136
10437,134,21,106,29,135
10438,140,24,82,53,135
10439,144,28,67,68,135
10440,142,29,61,74,135
10441,153,30,49,86,135
10442,155,31,48,87,135
10443,156,31,48,87,135
10444,149,32,63,72,135
10445,157,33,39,96,135
10446,159,33,39,96,135
10447,160,34,35,100,135
10448,36,9,123,12,135
10449,38,1,134,1,135
10450,38,5,134,1,135
10451,40,40,135,135,135
10452,128,1,134,1,135
10453,128,5,134,1,135
10454,161,134,29,106,135
10455,159,135,39,96,135
10456,157,137,39,96,135
10457,159,137,39,96,135
10458,151,143,64,71,135
10459,145,144,68,67,135
10460,166,130,31,104,135
10461,173,36,12,123,135
10462,174,36,12,123,135
10463,179,37,9,126,135
10464,179,133,9,126,135
10465,184,37,9,126,135
10466,184,133,9,126,135
10467,205,38,1,134,135
10468,206,38,1,134,135
10469,206,128,1,134,135
10470,207,38,1,134,135
10471,207,128,1,134,135
10472,208,38,1,134,135
10473,208,128,1,134,135
10474,209,38,1,134,135
10475,209,128,1,134,135
10476,213,38,1,134,135
10477,213,128,1,134,135
10478,216,38,1,134,135
10479,216,128,1,134,135
10480,219,38,1,134,135
10481,219,128,1,134,135
10482,220,38,1,134,135
10483,220,128,1,134,135
10484,225,38,1,134,135
10485,225,128,1,134,135
10486,228,38,1,134,135
10487,228,128,1,134,135
10488,229,38,1,134,135
10489,229,128,1,134,135
10490,231,38,1,134,135
10491,231,128,1,134,135
10492,233,38,1,134,135
10493,233,128,1,134,135
10494,236,38,1,134,135
10495,236,128,1,134,135
10496,238,38,1,134,135
10497,238,128,1,134,135
10498,239,38,1,134,135
10499,239,128,1,134,135
10500,36,14,123,11,134
10501,132,16,115,19,134
10502,130,18,104,30,134
10503,134,20,106,28,134
