"","id","first_name","surname","handballs","deb","games"
"10786",1928,"Richard","Loveridge",3,1982-09-04,5
"10787",1940,"Ken","Mansfield",3,1978-05-20,5
"10788",1940,"Ken","Mansfield",4,1977-08-13,5
"10789",1941,"John","Manton",2,1984-08-11,5
"10790",1951,"Phil","Maylin",1,1983-03-26,5
"10791",1952,"Darren","McAsey",1,1985-03-30,5
"10792",1961,"Donald","McDonald",0,1982-09-11,5
"10793",1971,"Michael","McKenna",1,1982-07-25,5
"10794",1976,"Glenn","McLean",1,1980-05-10,5
"10795",1976,"Glenn","McLean",4,1981-08-29,5
"10796",1976,"Glenn","McLean",5,1983-04-30,5
"10797",1982,"Graeme","Melrose",1,1975-05-24,5
"10798",1990,"Bill","Mildenhall",1,1976-04-24,5
"10799",1997,"Bruce","Monteath",0,1975-04-26,5
"10800",2010,"Stephen","Mount",2,1980-03-29,5
"10801",2011,"John","Moylan",0,1976-04-10,5
"10802",2013,"Russell","Muir",0,1975-05-10,5
"10803",2020,"Lee","Murnane",1,1981-05-16,5
"10804",2020,"Lee","Murnane",5,1981-06-27,5
"10805",2021,"Fraser","Murphy",0,1985-04-13,5
"10806",2024,"Phil","Narkle",1,1984-07-28,5
"10807",2027,"Bill","Nettlefold",1,1976-07-17,5
"10808",2032,"Dean","Notting",1,1986-08-02,5
"10809",2041,"David","OHalloran",0,1977-08-20,5
"10810",2048,"Gary","Odgers",1,1982-07-24,5
"10811",2057,"Gary","Parkes",5,1974-04-20,5
"10812",2063,"Brian","Peake",4,1981-09-05,5
"10813",2070,"Angelo","Petraglia",0,1984-06-16,5
"10814",2070,"Angelo","Petraglia",1,1985-08-03,5
"10815",2070,"Angelo","Petraglia",3,1986-05-17,5
"10816",2074,"Greg","Phillips",2,1983-06-25,5
"10817",2081,"Michael","Poynton",4,1980-08-02,5
"10818",2093,"Warren","Ralph",1,1984-05-05,5
"10819",2096,"Murray","Rance",2,1986-08-23,5
"10820",2100,"Michael","Reeves",5,1980-07-26,5
"10821",2101,"Malcolm","Reed",2,1978-04-08,5
"10822",2102,"Alan","Reid",3,1979-05-26,5
"10823",2105,"Graeme","Renwick",4,1970-08-08,5
"10824",2121,"Graeme","Robertson",0,1974-05-11,5
"10825",2122,"John","Roberts",4,1980-05-24,5
"10826",2127,"Rohan","Robertson",0,1985-04-20,5
"10827",2127,"Rohan","Robertson",3,1986-05-30,5
"10828",2127,"Rohan","Robertson",4,1986-06-09,5
"10829",2146,"Daryl","Schimmelbusch",2,1978-04-15,5
"10830",2150,"Brett","Scott",5,1982-04-10,5
"10831",2153,"Michael","Seddon",3,1980-05-10,5
"10832",2162,"Derek","Shaw",4,1979-05-05,5
"10833",2168,"Garry","Sidebottom",3,1980-05-03,5
"10834",2169,"Allan","Sidebottom",1,1983-08-27,5
"10835",2182,"Andrew","Smith",1,1981-05-09,5
"10836",2186,"Peter","Spencer",4,1981-03-28,5
"10837",2201,"Glenn","Swan",0,1973-05-26,5
"10838",2207,"Michael","Taylor",3,1981-03-28,5
"10839",2208,"Kevin","Taylor",4,1981-04-18,5
"10840",2211,"Bruce","Tempany",3,1978-05-20,5
"10841",2212,"Paul","Temay",3,1983-07-23,5
"10842",2221,"Michael","Thomson",4,1981-04-25,5
"10843",2233,"Steve","Turner",3,1986-04-19,5
"10844",2235,"David","Twomey",0,1980-08-16,5
"10845",2249,"David","Wall",5,1970-05-30,5
"10846",2250,"Robert","Walters",2,1979-06-30,5
"10847",2251,"Phil","Walsh",2,1983-06-04,5
"10848",2251,"Phil","Walsh",3,1984-09-01,5
"10849",2269,"Robin","White",2,1985-04-20,5
"10850",2274,"Garry","Wilson",1,1971-05-01,5
"10851",2274,"Garry","Wilson",2,1972-04-01,5
"10852",2275,"Andrew","Wilson",5,1973-08-04,5
"10853",2276,"Terry","Wilkins",2,1973-04-28,5
"10854",2282,"Ian","Williams",3,1983-04-09,5
"10855",2283,"Shane","Williams",3,1980-03-29,5
"10856",2284,"David","Williams",0,1986-05-31,5
"10857",2284,"David","Williams",1,1984-08-11,5
"10858",2285,"Maurice","Wingate",1,1977-08-27,5
"10859",2286,"David","Winbanks",2,1982-05-02,5
"10860",2289,"David","Wittey",2,1986-04-05,5
"10861",2289,"David","Wittey",5,1986-05-10,5
"10862",2292,"Chris","Woodman",1,1977-07-09,5
"10863",2292,"Chris","Woodman",3,1976-07-31,5
"10864",2294,"Kevin","Worthington",0,1977-07-30,5
"10865",2316,"Steve","Beaumont",0,1974-08-03,5
"10866",2324,"Don","Brown",1,1971-05-08,5
"10867",2326,"Mark","Browne",0,1974-06-29,5
"10868",2330,"Noel","Carter",4,1974-04-13,5
"10869",2330,"Noel","Carter",5,1975-06-28,5
"10870",2331,"Peter","Chisnall",5,1970-05-16,5
"10871",2338,"Leigh","Crawford",2,1974-06-22,5
"10872",2346,"Vin","Doolan",0,1972-04-01,5
"10873",2346,"Vin","Doolan",5,1971-07-03,5
"10874",2355,"Jeff","Gieschen",2,1975-08-02,5
"10875",2356,"Reg","Gleeson",5,1970-08-22,5
"10876",2359,"Wayne","Gordon",0,1975-04-26,5
"10877",2360,"Colin","Graham",1,1975-07-12,5
"10878",2362,"Barry","Grinter",5,1972-06-12,5
"10879",2364,"Stewart","Gull",4,1973-08-25,5
"10880",2369,"Robert","Hyde",5,1974-09-07,5
"10881",2381,"Richard","Douglas",1,2008-09-06,5
"10882",2383,"Marty","McMillan",1,1972-04-22,5
"10883",2386,"Ian","Miller",0,1974-04-06,5
"10884",2386,"Ian","Miller",1,1974-04-20,5
"10885",2386,"Ian","Miller",5,1974-04-25,5
"10886",2389,"Laurie","Moloney",4,1973-06-16,5
"10887",2392,"Robert","Muir",0,1974-07-27,5
"10888",2394,"Shane","Murphy",2,1975-08-30,5
"10889",2395,"Peter","Murnane",2,1976-04-03,5
"10890",2401,"Maurice","OKeefe",4,1977-07-16,5
"10891",2402,"Graham","Osborne",4,1973-06-09,5
"10892",2412,"David","Rhodes",1,1971-07-17,5
"10893",2426,"Renato","Serafini",5,1973-05-05,5
"10894",2427,"Graeme","Shephard",1,1974-07-27,5
"10895",2428,"Robert","Shepherd",3,1975-05-03,5
"10896",2432,"Phil","Stevens",5,1972-04-08,5
"10897",2433,"Paul","Stevens",1,1972-05-13,5
"10898",2440,"Larry","Watson",1,1975-07-26,5
"10899",2441,"Robert","Whatman",0,1972-08-12,5
"10900",2444,"Terry","Wight",3,1976-06-05,5
"10901",2445,"John","Wise",1,1975-07-19,5
"10902",2446,"Alan","Woodman",0,1975-07-26,5
"10903",2696,"Peter","Cloke",1,1970-04-11,5
"10904",2805,"Robert","Doyle",5,1971-07-03,5
"10905",3003,"Graeme","Dunstan",0,1973-04-21,5
"10906",3003,"Graeme","Dunstan",4,1973-04-25,5
"10907",3005,"John","Clennett",4,1972-05-20,5
"10908",3006,"Colin","Dell",5,1971-06-14,5
"10909",3007,"Glenn","Gingell",3,1973-05-26,5
"10910",3033,"Wayne","Headlam",5,1970-05-09,5
"10911",3189,"Eddie","Lake",2,1970-04-11,5
"10912",3281,"Paul","Bower",4,2006-08-27,5
"10913",3308,"Ron","McGowan",4,1970-08-22,5
"10914",3323,"Shane","McKew",2,1970-04-04,5
"10915",3490,"Mal","Owens",0,1974-04-15,5
"10916",3494,"Charles","Pagnoccolo",0,1972-05-13,5
"10917",3494,"Charles","Pagnoccolo",3,1970-07-25,5
"10918",3498,"Stewart","Palfreyman",1,1970-05-16,5
"10919",3623,"Robert","Rose",4,1971-07-10,5
"10920",3815,"Mark","Turner",0,1979-07-14,5
"10921",3815,"Mark","Turner",2,1979-08-25,5
"10922",3815,"Mark","Turner",4,1980-03-29,5
"10923",3868,"Pat","Wellington",3,1973-07-21,5
"10924",3868,"Pat","Wellington",4,1973-04-23,5
"10925",3933,"Adrian","De Luca",1,2004-05-30,5
"10926",3933,"Adrian","De Luca",5,2004-04-10,5
"10927",3942,"Daniel","Gilmore",5,2004-04-18,5
"10928",3944,"Eddie","Sansbury",4,2004-04-10,5
"10929",3946,"Jacob","Surjan",1,2004-03-28,5
"10930",3948,"Tom","Roach",3,2004-04-30,5
"10931",3950,"Jarrad","McVeigh",0,2004-05-01,5
"10932",3952,"Anthony","Corrie",5,2004-06-12,5
"10933",3958,"Andrew","Mackie",1,2004-04-10,5
"10934",3959,"Brad","Sewell",3,2004-04-18,5
"10935",3959,"Brad","Sewell",4,2005-07-03,5
"10936",3970,"Mark","Nicoski",1,2004-06-20,5
"10937",3977,"Brett","Jones",2,2004-06-04,5
"10938",3978,"Brad","Symes",4,2007-04-21,5
"10939",3982,"Daniel","Pratt",1,2004-05-30,5
"10940",3983,"Sam","Butler",2,2004-09-04,5
"10941",3992,"Ashley","Green",3,1992-05-03,5
"10942",3992,"Ashley","Green",4,1992-05-08,5
"10943",3996,"Colin","Alexander",3,1989-05-06,5
"10944",3997,"Peter","Worsfold",2,1991-04-20,5
"10945",4003,"Michael","Gayfer",2,1986-05-10,5
"10946",4004,"Darren","Saunders",0,1986-05-10,5
"10947",4004,"Darren","Saunders",4,1989-07-09,5
"10948",4004,"Darren","Saunders",5,1988-05-07,5
"10949",4005,"Ian","McMullin",5,1985-05-11,5
"10950",4006,"Ashley","Matthews",4,1989-08-11,5
"10951",4007,"Paul","Morrish",1,1991-06-15,5
"10952",4007,"Paul","Morrish",4,1989-05-27,5
"10953",4009,"Dean","Harding",4,1991-07-20,5
"10954",4010,"Dale","Fleming",4,1992-06-20,5
"10955",4019,"Brendan","Bower",0,1986-06-21,5
"10956",4021,"Todd","Menegola",2,1991-04-06,5
"10957",4022,"Allister","Scott",3,1991-06-29,5
"10958",4022,"Allister","Scott",5,1991-07-20,5
"10959",4025,"Bruce","Lennon",5,1992-06-06,5
"10960",4029,"Ian","Aitken",0,1988-08-21,5
"10961",4038,"Fergus","Watts",2,2004-06-20,5
"10962",4043,"Ryan","Murphy",1,2005-03-26,5
"10963",4043,"Ryan","Murphy",4,2006-07-07,5
"10964",4057,"Andrew","Raines",2,2005-07-09,5
"10965",4064,"Matthew","Egan",1,2005-03-27,5
"10966",4071,"Tom","Logan",2,2005-07-30,5
"10967",4074,"Jaymie","Graham",3,2006-04-23,5
"10968",4077,"Jordan","Lewis",4,2007-06-09,5
"10969",4079,"Simon","Taylor",1,2005-04-10,5
"10970",4081,"Jayden","Attard",3,2006-04-08,5
"10971",4088,"David","Mundy",2,2006-04-02,5
"10972",4092,"Matthew","Moody",4,2006-04-22,5
"10973",4094,"Setanta","OhAilpin",1,2006-07-30,5
"10974",4096,"Jarred","Moore",1,2005-05-07,5
"10975",4102,"Cameron","Wight",1,2005-05-14,5
"10976",4102,"Cameron","Wight",4,2005-05-22,5
"10977",4102,"Cameron","Wight",5,2006-07-23,5
"10978",4103,"Jesse","Smith",3,2005-05-14,5
"10979",4109,"Chris","Johnson",1,2005-05-14,5
"10980",4109,"Chris","Johnson",3,2006-04-08,5
"10981",4110,"Tom","Lonergan",0,2006-08-19,5
"10982",4117,"Nick","Malceski",0,2005-06-04,5
"10983",4121,"Tim","Boyle",1,2005-07-10,5
"10984",4123,"Henry","Slattery",2,2006-06-02,5
"10985",4125,"Chris","Knights",4,2007-04-21,5
"10986",4126,"Jordan","Russell",1,2006-04-21,5
"10987",4127,"Courtney","Johns",3,2006-06-09,5
"10988",4130,"Jay","Nash",5,2006-07-22,5
"10989",4138,"Mitch","Morton",1,2005-08-12,5
"10990",4143,"James","Gwilt",1,2005-08-27,5
"10991",4144,"Patrick","Ryder",0,2006-04-01,5
"10992",4149,"Grant","Birchall",3,2007-09-08,5
"10993",4154,"Rhan","Hooper",1,2006-04-13,5
"10994",4157,"Matthew","Warnock",3,2006-04-16,5
"10995",4158,"Jason","Porplyzia",2,2006-04-29,5
"10996",4161,"Cleve","Hughes",2,2007-05-06,5
"10997",4161,"Cleve","Hughes",3,2006-04-28,5
"10998",4166,"Lynden","Dunn",0,2010-06-14,5
"10999",4168,"Dean","Polo",3,2006-07-02,5
"11000",4170,"Jason","Roe",3,2006-05-28,5
"11001",4174,"Ben","Schwarze",4,2006-05-14,5
"11002",4179,"Joel","Patfull",0,2007-06-17,5
"11003",4180,"Shaun","Higgins",2,2006-06-11,5
"11004",4181,"Mathew","Stokes",3,2006-07-30,5
"11005",4183,"Adam","Campbell",2,2007-04-22,5
"11006",4183,"Adam","Campbell",3,2007-05-13,5
"11007",4188,"Michael","Rix",5,2006-07-15,5
"11008",4193,"Matt","Thomas",5,2006-08-12,5
"11009",4196,"Sam","Lonergan",2,2006-07-15,5
"11010",5488,"Jarrod","Garlett",3,2015-04-11,5
"11011",6623,"Kyle","Hartigan",1,2016-06-11,5
"11012",10456,"Les","Bartlett",3,1970-08-22,5
"11013",10560,"Lloyd","Burgmann",0,1970-06-20,5
"11014",10560,"Lloyd","Burgmann",1,1971-04-17,5
"11015",10564,"Noel","Leary",1,1970-05-16,5
"11016",10568,"Eric","Leech",5,1973-04-14,5
"11017",10572,"Bruce","Davis",2,1971-07-24,5
"11018",10577,"Gary","Grainger",0,1970-04-11,5
"11019",10577,"Gary","Grainger",3,1970-06-06,5
"11020",10578,"Len","Halley",2,1970-06-15,5
"11021",10580,"Bruce","Neish",0,1970-08-01,5
"11022",10585,"Ron","Fenton",0,1970-04-04,5
"11023",10586,"Bill","Godridge",0,1970-04-11,5
"11024",10593,"Robert","Adams",0,1970-05-23,5
"11025",10595,"Phil","Evans",2,1970-05-23,5
"11026",10613,"Brian","Hall",0,1971-05-29,5
"11027",10617,"Stan","Mitchell",2,1971-08-07,5
"11028",10617,"Stan","Mitchell",3,1971-08-14,5
"11029",10619,"Bill","Nunn",1,1972-05-06,5
"11030",10622,"Shane","McSpeerin",1,1971-07-17,5
"11031",10627,"Bill","Beckwith",0,1971-04-24,5
"11032",10637,"Jim","Haines",0,1971-04-17,5
"11033",10653,"Bob","Cockerell",1,1971-08-07,5
"11034",10654,"Graeme","Cook",1,1971-04-17,5
"11035",10654,"Graeme","Cook",4,1972-04-08,5
"11036",10659,"Trevor","Lloyd",4,1971-06-05,5
"11037",10668,"Robert","Day",4,1971-07-17,5
"11038",10671,"Peter","Hall",2,1973-04-28,5
"11039",10687,"Wayne","Delmenico",0,1972-07-29,5
"11040",10687,"Wayne","Delmenico",2,1973-05-12,5
"11041",10696,"Graham","Scott",2,1972-06-10,5
"11042",10699,"Bill","Nalder",0,1972-06-10,5
"11043",10705,"Peter","Hickmott",1,1973-04-14,5
"11044",10714,"Greg","Booth",1,1972-07-08,5
"11045",10715,"Ray","Brain",1,1972-05-13,5
"11046",10718,"Garry","Davidson",4,1972-05-13,5
"11047",10737,"Peter","Bell",4,1973-08-04,5
"11048",10748,"Russell","Ellen",5,1974-07-20,5
"11049",10751,"Trevor","Tyler",0,1974-04-06,5
"11050",10756,"Allan","Sinclair",4,1975-06-21,5
"11051",10757,"Harvey","Davis",0,1973-07-14,5
"11052",10760,"Wayne","Bevan",1,1973-05-12,5
"11053",10765,"Michael","Browne",0,1973-07-14,5
"11054",10769,"Danny","OSullivan",0,1973-06-04,5
"11055",10771,"Brad","Smith",5,1974-07-27,5
"11056",10784,"Gerald","Betts",3,1974-07-27,5
"11057",10790,"Gary","Fitzpatrick",1,1974-08-03,5
"11058",10791,"Dean","Hartigan",1,1974-08-31,5
"11059",10791,"Dean","Hartigan",3,1974-08-24,5
"11060",10792,"Garry","Lowe",0,1974-04-27,5
"11061",10801,"Graeme","Weatherley",0,1975-05-03,5
"11062",10803,"David","Armour",1,1975-06-28,5
"11063",10804,"Jeff","Cassidy",0,1974-06-22,5
"11064",10804,"Jeff","Cassidy",4,1975-06-07,5
"11065",10810,"Doug","Scale",0,1974-08-17,5
"11066",10818,"Robert","Wilkinson",4,1979-07-28,5
"11067",10823,"Marty","Lyons",0,1975-06-16,5
"11068",10823,"Marty","Lyons",1,1975-04-12,5
"11069",10829,"Colin","Carter",0,1975-06-07,5
"11070",10829,"Colin","Carter",1,1977-04-30,5
"11071",10829,"Colin","Carter",3,1975-07-12,5
"11072",10848,"John","Lewis",0,1975-06-16,5
"11073",10848,"John","Lewis",2,1975-07-05,5
"11074",10856,"Garry","Higgins",0,1975-07-19,5
"11075",10857,"Murrie","Batt",0,1975-06-16,5
"11076",10859,"John","Dellamarta",1,1976-04-17,5
"11077",10859,"John","Dellamarta",3,1975-05-24,5
"11078",10863,"John","Frazer",1,1976-04-24,5
"11079",10869,"Doug","Booth",1,1976-08-21,5
"11080",10869,"Doug","Booth",2,1976-07-17,5
"11081",10880,"Peter","Munro",0,1976-07-24,5
"11082",10886,"David","Manson",0,1976-07-03,5
"11083",10886,"David","Manson",2,1976-07-24,5
"11084",10887,"Colin","Nish",0,1976-07-31,5
"11085",10896,"Chris","Perry",1,1976-08-07,5
"11086",10902,"Tom","Flower",4,1977-05-07,5
"11087",10910,"Glenn","Dickson",0,1977-04-16,5
"11088",10918,"Michael","Smith",4,1978-07-01,5
"11089",10924,"Peter","Brown",0,1977-05-07,5
"11090",10937,"Richard","Walter",3,1977-08-06,5
"11091",10943,"Glenn","Payne",3,1979-04-07,5
"11092",10944,"Roger","Podolczak",1,1978-06-24,5
"11093",10954,"Ken","Whitfort",4,1978-06-17,5
"11094",10956,"Gary","McDonald",3,1979-04-28,5
"11095",10983,"Nick","Wilton",3,1979-06-02,5
"11096",10989,"Jim","Durnan",4,1979-06-23,5
"11097",10994,"Dean","Herbert",1,1979-07-07,5
"11098",10996,"Michael","Nettlefold",5,1980-08-23,5
"11099",10998,"Malcolm","Scott",0,1979-08-11,5
"11100",11000,"Craig","Considine",4,1979-07-07,5
"11101",11005,"Doug","Koop",2,1980-05-10,5
"11102",11005,"Doug","Koop",3,1980-05-03,5
"11103",11005,"Doug","Koop",4,1986-03-31,5
"11104",11017,"John","Durnan",3,1980-04-12,5
"11105",11018,"Glenn","Middlemiss",2,1979-05-26,5
"11106",11023,"Mark","Dreher",0,1979-08-18,5
"11107",11023,"Mark","Dreher",1,1979-09-15,5
"11108",11034,"Con","Gorozidis",0,1981-07-18,5
"11109",11039,"Michael","Nugent",0,1980-06-07,5
"11110",11050,"Jim","McAllester",0,1980-04-12,5
"11111",11051,"Robert","Anderson",2,1980-05-10,5
"11112",11076,"Des","Herbert",3,1980-08-16,5
"11113",11079,"Glenn","Dugdale",2,1981-06-06,5
"11114",11079,"Glenn","Dugdale",3,1982-07-31,5
"11115",11093,"Milan","Faletic",2,1981-05-02,5
"11116",11094,"Darryl","Hewitt",5,1981-06-27,5
"11117",11113,"Brendan","Hartney",3,1981-06-20,5
"11118",11115,"Greg","Sharp",2,1981-05-09,5
"11119",11122,"Ted","Fidge",3,1982-07-24,5
"11120",11122,"Ted","Fidge",4,1982-07-17,5
"11121",11126,"Peter","Tossol",4,1982-08-14,5
"11122",11130,"John","Favier",3,1982-04-24,5
"11123",11132,"Simon","ODonnell",1,1982-06-05,5
"11124",11132,"Simon","ODonnell",3,1982-04-10,5
"11125",11137,"Stephen","Pirrie",2,1982-07-03,5
"11126",11138,"Wayne","Shand",2,1982-05-08,5
"11127",11139,"Jack","Lucas",2,1983-04-10,5
"11128",11143,"Chris","Waterson",4,1984-07-07,5
"11129",11146,"Ross","Christensen",1,1982-06-19,5
"11130",11157,"Grant","ORiley",0,1982-07-17,5
"11131",11158,"Craig","Cleave",0,1984-04-28,5
"11132",11166,"Mark","Lawson",3,1982-08-14,5
"11133",11167,"Wally","Lovett",1,1982-05-22,5
"11134",11171,"Brendan","Ryan",1,1983-06-25,5
"11135",11172,"Glenn","Boland",2,1983-05-28,5
"11136",11174,"Michael","Reynolds",0,1984-04-28,5
"11137",11174,"Michael","Reynolds",3,1983-07-02,5
"11138",11177,"Dean","Chiron",4,1983-05-07,5
"11139",11178,"Daryl","Cunningham",2,1983-06-18,5
"11140",11178,"Daryl","Cunningham",3,1983-05-07,5
"11141",11180,"Andrew","Jobling",1,1985-06-22,5
"11142",11180,"Andrew","Jobling",5,1985-05-18,5
"11143",11181,"Greg","Lane",1,1983-04-09,5
"11144",11185,"Michael","Lockman",3,1986-07-19,5
"11145",11193,"Wayne","Beddison",3,1983-03-27,5
"11146",11206,"Gary","Shaw",4,1983-03-26,5
"11147",11211,"Michael","Passmore",1,1985-03-29,5
"11148",11211,"Michael","Passmore",2,1985-04-13,5
"11149",11225,"Peter","Banfield",4,1985-08-03,5
"11150",11229,"Graham","Osborne",3,1985-04-20,5
"11151",11229,"Graham","Osborne",5,1984-09-09,5
"11152",11239,"Ian","Muller",3,1988-06-04,5
"11153",11240,"Mark","Beers",2,1984-05-19,5
"11154",11240,"Mark","Beers",4,1984-03-31,5
"11155",11246,"Dale","Woodhall",2,1984-04-07,5
"11156",11252,"Darren","Louttit",2,1985-06-15,5
"11157",11253,"Paul","Payne",3,1985-06-15,5
"11158",11262,"Peter","Czerkaski",0,1985-07-27,5
"11159",11268,"Mark","Russell",3,1985-04-06,5
"11160",11273,"Peter","Baxter",3,1986-08-16,5
"11161",11289,"Tony","Burgess",3,1985-04-06,5
"11162",11301,"Mark","Gamble",1,1986-05-10,5
"11163",11303,"John","Peter-Budge",5,1986-05-24,5
"11164",11304,"Simon","Clark",2,1987-04-25,5
"11165",11317,"Duane","Rowe",1,1986-03-29,5
"11166",11317,"Duane","Rowe",3,1990-04-21,5
"11167",11317,"Duane","Rowe",4,1986-04-26,5
"11168",11322,"Peter","Whyte",2,1986-07-26,5
"11169",11324,"Peter","Kenny",1,1986-04-05,5
"11170",11332,"Paul","Rizonico",5,1986-08-23,5
"11171",11333,"Dannie","Seow",4,1986-06-21,5
"11172",11335,"Robert","Kerr",1,1987-07-18,5
"11173",11349,"Richard","Nixon",3,1988-04-30,5
"11174",11355,"Lynton","Fitzpatrick",0,1988-04-16,5
"11175",11358,"Troy","Moloney",5,1987-05-09,5
"11176",11366,"Keith","Thomas",5,1987-05-03,5
"11177",11367,"Mark","Trewella",4,1987-04-19,5
"11178",11377,"Terry","Keays",2,1987-05-23,5
"11179",11393,"Jay","Viney",3,1990-07-07,5
"11180",11396,"Kevin","Caton",0,1989-04-08,5
"11181",11398,"David","OConnell",2,1988-07-10,5
"11182",11398,"David","OConnell",5,1988-07-31,5
"11183",11400,"Greg","Hamilton",4,1988-05-28,5
"11184",11402,"Chris","Pym",3,1988-05-28,5
"11185",11402,"Chris","Pym",4,1988-06-25,5
"11186",11405,"David","Brown",1,1988-05-08,5
"11187",11407,"David","Willis",4,1988-07-23,5
"11188",11414,"Andrew","Brockhurst",3,1988-05-14,5
"11189",11438,"Phillip","OKeeffe",1,1989-04-01,5
"11190",11439,"Carl","Dilena",3,1989-04-22,5
"11191",11453,"Mark","Brayshaw",2,1990-04-15,5
"11192",11453,"Mark","Brayshaw",3,1990-08-18,5
"11193",11465,"Shane","Fell",1,1990-05-06,5
"11194",11504,"Darel","Hart",3,1991-06-01,5
"11195",11542,"Lachlan","Hansen",0,2009-07-05,5
"11196",11548,"Tom","Hawkins",0,2012-04-28,5
"11197",11549,"Travis","Varcoe",1,2007-05-19,5
"11198",11550,"Mitch","Brown",1,2009-08-15,5
"11199",11554,"Clinton","Jones",5,2009-04-03,5
"11200",11557,"Shane","Edwards",2,2007-04-28,5
"11201",11557,"Shane","Edwards",3,2007-08-26,5
"11202",11558,"Jake","King",1,2007-06-30,5
"11203",11580,"Garrick","Ibbotson",2,2010-03-28,5
"11204",11588,"Michael","Newton",4,2007-08-11,5
"11205",11590,"Tom","Hislop",4,2008-05-04,5
"11206",11593,"Matthew","Leuenberger",1,2007-07-07,5
"11207",11602,"Josh","Hill",0,2012-05-20,5
"11208",11603,"Stephen","Tiller",2,2007-07-27,5
"11209",11603,"Stephen","Tiller",3,2007-08-26,5
"11210",11604,"Daniel","Connors",4,2007-07-28,5
"11211",11607,"Nick","Gill",4,2007-07-29,5
"11212",11608,"Scott","Gumbleton",2,2007-07-29,5
"11213",11608,"Scott","Gumbleton",5,2007-09-01,5
"11214",11614,"Kyle","Reimers",1,2007-08-18,5
"11215",11616,"Heath","Hocking",3,2012-04-21,5
"11216",11622,"Jay","Neagle",2,2008-06-13,5
"11217",11625,"Trent","West",0,2009-04-09,5
"11218",11627,"Nathan","Brown",0,2008-06-15,5
"11219",11630,"Jarryn","Geary",1,2008-08-03,5
"11220",11631,"Cameron","Stokes",4,2008-03-23,5
"11221",11644,"Scott","Selwood",3,2008-08-10,5
"11222",11646,"John","Anthony",0,2009-05-01,5
"11223",11646,"John","Anthony",2,2008-07-05,5
"11224",11647,"Austin","Wonaeamirri",4,2008-04-12,5
"11225",11647,"Austin","Wonaeamirri",5,2008-05-04,5
"11226",11650,"Matthew","Spangher",3,2008-04-12,5
"11227",11653,"Nick","Smith",1,2011-06-12,5
"11228",11654,"Sharrod","Wellingham",2,2010-09-04,5
"11229",11660,"James","Sellar",1,2008-05-03,5
"11230",11667,"Ryan","Davis",2,2008-05-24,5
"11231",11669,"Beau","Maister",5,2008-07-13,5
"11232",11674,"Gavin","Urquhart",5,2008-07-18,5
"11233",11682,"Ben","McEvoy",2,2009-06-28,5
"11234",11689,"Addam","Maric",5,2008-08-02,5
"11235",11702,"Cale","Hooker",2,2010-08-28,5
"11236",11707,"Jack","Grimes",4,2012-03-31,5
"11237",11709,"Aaron","Joseph",1,2010-09-05,5
"11238",11713,"Taylor","Walker",0,2009-06-07,5
"11239",11719,"Brendan","Whitecross",2,2009-05-31,5
"11240",11722,"Jake","Spencer",3,2009-08-09,5
"11241",11726,"Jamie","Bennell",1,2011-06-19,5
"11242",11731,"Liam","Picken",3,2009-05-16,5
"11243",11733,"Alex","Rance",2,2013-05-19,5
"11244",11743,"Brent","Macaffer",1,2010-09-25,5
"11245",11753,"Jason","Davenport",4,2010-04-03,5
"11246",11754,"Nathan","Grima",2,2009-07-31,5
"11247",11758,"Aaron","Cornelius",5,2009-05-24,5
"11248",11760,"Liam","Shiels",2,2010-06-06,5
"11249",11761,"Tom","Swift",5,2009-06-13,5
"11250",11763,"Michael","Walters",0,2009-06-21,5
"11251",11763,"Michael","Walters",1,2010-08-14,5
"11252",11781,"Brodie","Martin",1,2011-08-28,5
"11253",11781,"Brodie","Martin",3,2011-04-30,5
"11254",11783,"Dan","Hannebery",4,2009-08-15,5
"11255",11783,"Dan","Hannebery",5,2010-05-15,5
"11256",11784,"Jay","van Berlo",3,2009-08-09,5
"11257",11784,"Jay","van Berlo",5,2010-04-18,5
"11258",11793,"Shane","Savage",1,2011-05-06,5
"11259",11793,"Shane","Savage",2,2012-04-15,5
"11260",11795,"Ben","Nason",5,2010-04-04,5
"11261",11797,"Ben","Howlett",3,2010-06-06,5
"11262",11797,"Ben","Howlett",4,2012-04-07,5
"11263",11798,"Mitch","Duncan",3,2010-05-02,5
"11264",11799,"Carl","Peterson",5,2010-05-08,5
"11265",11801,"James","Strauss",3,2010-04-03,5
"11266",11803,"Jack","Trengove",5,2010-04-03,5
"11267",11805,"Luke","Shuey",3,2011-09-03,5
"11268",11806,"Todd","Banfield",1,2010-05-15,5
"11269",11807,"Tony","Armstrong",4,2010-06-05,5
"11270",11815,"Cameron","Hitchcock",2,2010-04-03,5
"11271",11818,"Steven","Motlop",1,2011-07-17,5
"11272",11819,"Kane","Lucas",3,2011-03-24,5
"11273",11820,"Jake","Melksham",1,2017-07-15,5
"11274",11822,"Dawson","Simpson",4,2013-07-06,5
"11275",11825,"Phil","Davis",1,2011-04-30,5
"11276",11828,"David","Astbury",1,2010-04-18,5
"11277",11831,"Ashton","Hams",4,2010-05-23,5
"11278",11843,"Brad","Sheppard",1,2014-06-28,5
"11279",11845,"Jack","Gunston",0,2011-06-26,5
"11280",11847,"Rhys","Stanley",1,2010-06-04,5
"11281",11851,"Taylor","Hunt",4,2011-06-18,5
"11282",11852,"Koby","Stevens",4,2010-06-20,5
